Current,Torque
0.699534710224672,-0.173126220703125
0.546641580953189,-0.294314575195313
0.444712828105533,-0.219293212890625
0.495677204529361,0.0057708740234375
0.546641580953189,-0.080792236328125
0.597605957377016,0.0750213623046875
0.597605957377016,-0.259689331054688
0.597605957377016,0.057708740234375
0.597605957377016,-0.213522338867187
0.597605957377016,-0.103875732421875
0.699534710224672,-0.155813598632812
0.699534710224672,-0.11541748046875
0.699534710224672,0.0634796142578125
0.699534710224672,-0.3693359375
0.699534710224672,0.0750213623046875
0.597605957377016,-0.103875732421875
0.597605957377016,-0.034625244140625
0.495677204529361,-0.196209716796875
0.546641580953189,-0.126959228515625
0.648570333800844,-0.080792236328125
0.648570333800844,-0.11541748046875
0.7504990866485,-0.1385009765625
0.699534710224672,0.0173126220703125
0.597605957377016,-0.219293212890625
0.597605957377016,-0.0981048583984375
0.597605957377016,-0.236605834960938
0.546641580953189,-0.02308349609375
0.546641580953189,-0.282772827148437
0.546641580953189,-0.150042724609375
0.597605957377016,-0.20775146484375
0.597605957377016,-0.103875732421875
0.648570333800844,-0.167355346679687
0.648570333800844,-0.0519378662109375
0.7504990866485,-0.02308349609375
0.648570333800844,-0.121188354492187
0.597605957377016,-0.0057708740234375
0.597605957377016,-0.0634796142578125
0.7504990866485,-0.328939819335938
0.7504990866485,-0.0461669921875
0.699534710224672,-0.375106811523438
0.597605957377016,-0.0403961181640625
0.648570333800844,-0.057708740234375
0.699534710224672,-0.034625244140625
0.699534710224672,-0.25391845703125
0.648570333800844,-0.080792236328125
0.597605957377016,-0.11541748046875
0.699534710224672,-0.155813598632812
0.597605957377016,-0.0057708740234375
0.597605957377016,-0.0865631103515625
0.546641580953189,-0.0634796142578125
0.699534710224672,-0.092333984375
0.699534710224672,-0.173126220703125
0.597605957377016,-0.0403961181640625
0.597605957377016,-0.034625244140625
0.699534710224672,-0.0981048583984375
0.7504990866485,0.0403961181640625
0.699534710224672,-0.4155029296875
0.7504990866485,-0.109646606445313
0.7504990866485,-0.150042724609375
0.699534710224672,0.144271850585938
0.7504990866485,-0.277001953125
0.699534710224672,-0.126959228515625
0.597605957377016,-0.18466796875
0.699534710224672,-0.144271850585938
0.7504990866485,-0.2308349609375
0.7504990866485,-0.0865631103515625
0.699534710224672,-0.144271850585938
0.699534710224672,-0.132730102539063
0.699534710224672,-0.236605834960938
0.7504990866485,-0.0519378662109375
0.699534710224672,-0.126959228515625
0.699534710224672,-0.109646606445313
0.699534710224672,-0.213522338867187
0.7504990866485,-0.0057708740234375
0.699534710224672,-0.0981048583984375
0.648570333800844,-0.057708740234375
0.597605957377016,-0.0750213623046875
0.495677204529361,-0.219293212890625
0.495677204529361,-0.0865631103515625
0.699534710224672,-0.0634796142578125
0.7504990866485,-0.0461669921875
0.597605957377016,-0.150042724609375
0.597605957377016,0.0750213623046875
0.648570333800844,-0.0057708740234375
0.597605957377016,-0.20775146484375
0.597605957377016,-0.057708740234375
0.699534710224672,-0.0057708740234375
0.648570333800844,-0.126959228515625
0.699534710224672,-0.034625244140625
0.699534710224672,-0.167355346679687
0.699534710224672,-0.0057708740234375
0.648570333800844,-0.16158447265625
0.648570333800844,-0.16158447265625
0.648570333800844,-0.277001953125
0.546641580953189,-0.02308349609375
0.495677204529361,-0.213522338867187
0.597605957377016,-0.0865631103515625
0.597605957377016,-0.190438842773438
0.597605957377016,-0.30008544921875
0.546641580953189,-0.109646606445313
0.597605957377016,-0.0461669921875
0.648570333800844,-0.103875732421875
0.648570333800844,-0.0173126220703125
0.495677204529361,-0.248147583007813
0.597605957377016,0.02308349609375
0.597605957377016,-0.0519378662109375
0.699534710224672,-0.126959228515625
0.597605957377016,-0.092333984375
0.495677204529361,-0.034625244140625
